Railcard,Payment Method,Departure Station,Price,Refund Request
Adult,Credit Card,London Kings Cross,106,No
None,Credit Card,London Kings Cross,86,No
None,Credit Card,London Paddington,26,Yes
None,Credit Card,London Paddington,26,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,41,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,26,No
Adult,Contactless,Manchester Piccadilly,10,No
None,Credit Card,London Kings Cross,53,No
Disabled,Contactless,London St Pancras,8,No
None,Credit Card,Liverpool Lime Street,5,No
Senior,Credit Card,Manchester Piccadilly,6,No
Senior,Credit Card,Manchester Piccadilly,2,No
Adult,Credit Card,London Euston,4,No
Disabled,Credit Card,Birmingham New Street,39,No
None,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London St Pancras,8,No
None,Contactless,London St Pancras,8,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Birmingham New Street,22,No
None,Credit Card,London Kings Cross,35,No
Disabled,Credit Card,Liverpool Lime Street,3,No
Adult,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Euston,10,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,Manchester Piccadilly,4,No
Disabled,Credit Card,London Euston,48,No
None,Contactless,Birmingham New Street,52,No
None,Credit Card,Liverpool Lime Street,76,No
Adult,Credit Card,York,24,No
None,Credit Card,London St Pancras,8,No
Adult,Credit Card,Manchester Piccadilly,2,No
Adult,Credit Card,London St Pancras,8,No
Adult,Credit Card,London Kings Cross,43,No
Adult,Contactless,London Kings Cross,23,No
Adult,Credit Card,Manchester Piccadilly,2,No
None,Contactless,London Paddington,13,No
None,Contactless,London Euston,10,No
None,Credit Card,London St Pancras,80,No
None,Contactless,London St Pancras,12,No
None,Contactless,Liverpool Lime Street,3,No
None,Contactless,London Paddington,13,No
None,Contactless,Liverpool Lime Street,5,No
Adult,Contactless,Manchester Piccadilly,6,No
Senior,Debit Card,London St Pancras,5,No
None,Contactless,London St Pancras,12,No
Adult,Debit Card,Manchester Piccadilly,2,No
Disabled,Contactless,London Euston,7,No
None,Credit Card,Manchester Piccadilly,4,No
None,Contactless,Liverpool Lime Street,5,No
Adult,Credit Card,London Kings Cross,23,No
None,Contactless,London Euston,7,No
Adult,Contactless,London St Pancras,8,No
Senior,Contactless,Manchester Piccadilly,3,No
Adult,Debit Card,Birmingham New Street,19,Yes
None,Credit Card,London Euston,10,No
None,Contactless,London Paddington,13,Yes
None,Credit Card,London Euston,7,No
Senior,Contactless,Manchester Piccadilly,3,Yes
None,Credit Card,London Kings Cross,53,No
Senior,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Euston,7,No
None,Contactless,London Paddington,19,No
None,Credit Card,Liverpool Lime Street,10,No
None,Contactless,Oxford,17,No
None,Contactless,London St Pancras,8,No
None,Credit Card,London Paddington,19,No
None,Contactless,London Euston,7,No
None,Credit Card,London Kings Cross,53,No
Adult,Credit Card,London St Pancras,5,No
Adult,Credit Card,London St Pancras,5,No
Senior,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,London Euston,7,No
None,Credit Card,York,35,No
None,Contactless,London St Pancras,54,No
None,Credit Card,Birmingham New Street,63,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,Liverpool Lime Street,3,No
Disabled,Credit Card,London Euston,7,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,London Paddington,13,No
None,Credit Card,York,35,No
Adult,Credit Card,London Euston,7,No
None,Contactless,London Euston,7,No
Disabled,Debit Card,London Euston,7,No
None,Credit Card,London Euston,7,No
Adult,Contactless,Birmingham New Street,11,No
None,Credit Card,London Kings Cross,53,No
Adult,Contactless,Manchester Piccadilly,2,No
Senior,Contactless,Manchester Piccadilly,2,No
Senior,Contactless,Manchester Piccadilly,2,No
None,Contactless,London Euston,10,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,Manchester Piccadilly,86,No
None,Credit Card,London Euston,10,No
Adult,Credit Card,London St Pancras,8,No
None,Credit Card,London St Pancras,12,No
Adult,Credit Card,London Paddington,27,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,London Kings Cross,53,No
None,Contactless,London Euston,7,No
Senior,Credit Card,Liverpool Lime Street,3,No
Adult,Credit Card,London Kings Cross,35,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,Manchester Piccadilly,4,No
Adult,Credit Card,Liverpool Lime Street,3,No
Adult,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,London Euston,10,No
None,Credit Card,London Kings Cross,53,No
None,Debit Card,London St Pancras,12,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London Paddington,13,No
None,Credit Card,Liverpool Lime Street,5,No
None,Contactless,London Paddington,13,No
None,Contactless,Reading,50,No
Disabled,Credit Card,London Euston,4,No
Adult,Contactless,Liverpool Lime Street,118,No
Adult,Credit Card,Liverpool Lime Street,10,No
Adult,Contactless,Birmingham New Street,5,No
Adult,Credit Card,London Euston,71,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,London St Pancras,80,No
None,Credit Card,London Paddington,19,No
None,Credit Card,Birmingham New Street,8,No
Disabled,Credit Card,London Euston,35,No
None,Credit Card,Birmingham New Street,2,No
Adult,Credit Card,London St Pancras,8,No
Disabled,Credit Card,London Euston,4,No
None,Credit Card,London St Pancras,80,No
None,Credit Card,Liverpool Lime Street,3,Yes
None,Credit Card,London St Pancras,12,No
None,Contactless,London Kings Cross,35,No
Adult,Credit Card,London Euston,4,No
Disabled,Debit Card,London Euston,35,No
None,Contactless,London Paddington,19,No
Disabled,Debit Card,London Euston,4,No
None,Credit Card,London St Pancras,54,No
Adult,Credit Card,London Euston,4,No
None,Credit Card,Manchester Piccadilly,3,No
Adult,Contactless,Manchester Piccadilly,2,No
None,Credit Card,London Euston,7,No
Adult,Credit Card,London Paddington,8,No
Adult,Contactless,Manchester Piccadilly,2,No
Adult,Contactless,Manchester Piccadilly,2,No
None,Contactless,London Kings Cross,53,No
Adult,Contactless,Manchester Piccadilly,57,No
None,Contactless,London Euston,7,No
Adult,Contactless,London Paddington,8,No
Senior,Credit Card,London St Pancras,23,No
None,Contactless,Liverpool Lime Street,118,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Liverpool Lime Street,5,No
Disabled,Credit Card,London Euston,48,No
Adult,Credit Card,London Paddington,13,No
None,Contactless,Liverpool Lime Street,3,No
Adult,Credit Card,London Paddington,13,No
Adult,Credit Card,London Paddington,13,No
None,Contactless,London St Pancras,12,No
Adult,Contactless,Liverpool Lime Street,50,No
None,Debit Card,London St Pancras,8,No
None,Debit Card,London St Pancras,8,No
Senior,Credit Card,Manchester Piccadilly,2,No
Senior,Credit Card,London St Pancras,16,No
Senior,Credit Card,Manchester Piccadilly,2,No
Adult,Credit Card,London Euston,4,No
Disabled,Credit Card,London St Pancras,36,No
None,Credit Card,Manchester Piccadilly,3,No
Adult,Credit Card,London Euston,4,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London St Pancras,8,No
None,Contactless,London Paddington,13,No
None,Credit Card,London St Pancras,8,Yes
Senior,Credit Card,Liverpool Lime Street,6,No
None,Credit Card,Birmingham New Street,7,No
None,Credit Card,London St Pancras,8,No
Senior,Credit Card,Liverpool Lime Street,6,No
Senior,Credit Card,Liverpool Lime Street,6,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London St Pancras,8,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,Birmingham New Street,5,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,Manchester Piccadilly,3,No
None,Contactless,London Kings Cross,35,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London St Pancras,8,No
None,Contactless,London Euston,52,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London Euston,7,No
None,Credit Card,London Paddington,13,No
None,Contactless,Liverpool Lime Street,3,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London St Pancras,8,No
None,Contactless,London Kings Cross,35,No
None,Credit Card,London Euston,7,No
None,Contactless,London Euston,7,No
None,Credit Card,London Euston,7,No
None,Credit Card,London Kings Cross,57,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,19,No
None,Credit Card,Liverpool Lime Street,15,Yes
None,Credit Card,London Euston,10,Yes
None,Contactless,London St Pancras,8,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,Liverpool Lime Street,5,No
Disabled,Contactless,York,5,No
Disabled,Contactless,York,8,No
Adult,Contactless,Manchester Piccadilly,2,No
None,Credit Card,London Paddington,13,No
None,Credit Card,Liverpool Lime Street,5,No
None,Credit Card,Liverpool Lime Street,5,No
None,Contactless,Liverpool Lime Street,3,No
None,Credit Card,Manchester Piccadilly,4,No
None,Credit Card,York,11,No
Disabled,Contactless,Liverpool Lime Street,3,No
None,Contactless,Manchester Piccadilly,4,No
Disabled,Contactless,Liverpool Lime Street,3,No
None,Contactless,London St Pancras,12,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,Manchester Piccadilly,12,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,Manchester Piccadilly,12,No
None,Contactless,London Euston,78,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Kings Cross,57,No
None,Credit Card,London Kings Cross,53,No
Senior,Credit Card,Manchester Piccadilly,2,No
Disabled,Credit Card,York,5,No
None,Credit Card,London Euston,10,No
Disabled,Credit Card,Birmingham New Street,22,No
None,Contactless,Manchester Piccadilly,4,No
Disabled,Credit Card,Birmingham New Street,22,No
Disabled,Credit Card,Birmingham New Street,22,No
None,Credit Card,York,8,No
None,Credit Card,London Euston,10,No
None,Credit Card,Manchester Piccadilly,4,No
None,Contactless,London Kings Cross,35,No
None,Contactless,London Paddington,19,No
None,Credit Card,Liverpool Lime Street,15,No
None,Credit Card,Liverpool Lime Street,5,No
None,Credit Card,Liverpool Lime Street,5,No
Disabled,Contactless,Liverpool Lime Street,2,No
Senior,Contactless,London Paddington,27,No
None,Credit Card,London Euston,78,No
Senior,Contactless,London St Pancras,8,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,Manchester Piccadilly,126,No
None,Contactless,Reading,8,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,Liverpool Lime Street,113,No
None,Credit Card,Liverpool Lime Street,113,No
None,Contactless,London Euston,7,No
None,Credit Card,London Euston,78,No
None,Contactless,London Kings Cross,57,No
None,Credit Card,London St Pancras,8,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Paddington,26,No
None,Credit Card,London Paddington,41,No
None,Credit Card,London Paddington,26,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,London Kings Cross,53,No
None,Credit Card,London Paddington,26,No
None,Credit Card,London Paddington,26,No
Adult,Contactless,Manchester Piccadilly,10,No
None,Contactless,London Paddington,19,No
None,Credit Card,London St Pancras,12,No
None,Contactless,Manchester Piccadilly,3,No
Senior,Debit Card,London Paddington,8,No
Senior,Credit Card,Manchester Piccadilly,2,No
Disabled,Credit Card,Birmingham New Street,39,No
None,Credit Card,Reading,13,No
Senior,Contactless,Birmingham New Street,13,No
None,Credit Card,London St Pancras,8,No
Disabled,Credit Card,York,4,No
Disabled,Credit Card,Birmingham New Street,15,No
Disabled,Credit Card,Birmingham New Street,15,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London St Pancras,8,No
None,Contactless,London Kings Cross,35,No
Adult,Credit Card,Birmingham New Street,14,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London Euston,7,No
Disabled,Credit Card,Birmingham New Street,39,No
Disabled,Credit Card,Birmingham New Street,15,No
None,Credit Card,London Euston,7,No
None,Credit Card,Manchester Piccadilly,3,No
None,Credit Card,London Paddington,18,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,13,No
None,Credit Card,London Paddington,13,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,Liverpool Lime Street,3,No
None,Credit Card,London Paddington,13,No
None,Contactless,London Paddington,13,No
None,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London St Pancras,8,No
None,Credit Card,London Paddington,13,No
Adult,Contactless,Manchester Piccadilly,2,No
Adult,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Paddington,73,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,London Kings Cross,35,No
None,Credit Card,York,34,No
None,Credit Card,London Euston,7,No
Disabled,Credit Card,York,7,No
None,Credit Card,York,34,Yes
None,Credit Card,York,34,No
Senior,Credit Card,London Euston,7,No
None,Credit Card,London St Pancras,8,No
None,Contactless,London Paddington,27,No
None,Contactless,London St Pancras,12,No
None,Contactless,Manchester Piccadilly,4,No
None,Credit Card,London St Pancras,12,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Liverpool Lime Street,76,No
None,Credit Card,Reading,33,No
None,Credit Card,Liverpool Lime Street,76,No
Disabled,Credit Card,London Euston,4,No
None,Credit Card,York,15,No
Disabled,Credit Card,London Euston,4,No
Adult,Credit Card,London St Pancras,8,No
Senior,Credit Card,London Euston,35,No
None,Contactless,London St Pancras,12,No
None,Contactless,London Paddington,13,No
Disabled,Contactless,London Euston,4,No
Senior,Credit Card,London Euston,4,No
Senior,Debit Card,London St Pancras,5,No
None,Contactless,London St Pancras,12,No
None,Contactless,London St Pancras,12,No
Senior,Credit Card,Birmingham New Street,15,No
Senior,Contactless,Manchester Piccadilly,2,No
Adult,Debit Card,Birmingham New Street,11,Yes
Disabled,Contactless,London Euston,7,No
Adult,Credit Card,London St Pancras,8,No
None,Contactless,London Kings Cross,53,No
None,Contactless,London Kings Cross,86,No
None,Credit Card,Birmingham New Street,88,No
None,Contactless,Liverpool Lime Street,15,No
Disabled,Credit Card,Liverpool Lime Street,2,No
None,Contactless,London Paddington,19,No
None,Contactless,Manchester Piccadilly,3,No
None,Credit Card,London Paddington,19,No
None,Credit Card,London Kings Cross,53,No
None,Contactless,London Paddington,110,No
Senior,Credit Card,Oxford,17,Yes
None,Contactless,London St Pancras,8,No
None,Contactless,London St Pancras,8,No
None,Contactless,London St Pancras,8,No
None,Credit Card,Birmingham New Street,50,No
None,Contactless,London Paddington,19,No
None,Contactless,London Paddington,19,No
None,Credit Card,Reading,19,No
Disabled,Credit Card,London Euston,7,No
None,Contactless,London Euston,10,No
Disabled,Credit Card,London Euston,7,No
Adult,Credit Card,London Euston,7,No
Disabled,Debit Card,London Euston,52,No
Adult,Credit Card,London Euston,7,No
Adult,Credit Card,London Euston,7,No
None,Credit Card,London Kings Cross,53,No
Adult,Contactless,Manchester Piccadilly,2,No
Senior,Debit Card,Liverpool Lime Street,50,Yes
Adult,Contactless,Birmingham New Street,11,No
Adult,Contactless,Manchester Piccadilly,2,No
Adult,Contactless,Manchester Piccadilly,2,No
Adult,Contactless,Birmingham New Street,11,No
Adult,Contactless,London St Pancras,5,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Liverpool Lime Street,3,No
None,Contactless,London Kings Cross,53,No
None,Credit Card,Birmingham New Street,8,No
None,Contactless,Manchester Piccadilly,4,No
Adult,Credit Card,London St Pancras,5,No
None,Contactless,Manchester Piccadilly,4,No
Adult,Credit Card,London Paddington,43,No
None,Credit Card,London Euston,78,No
